applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
Unknown,180000,Commercial Associate,Secondary / Secondary Special,Unknown,Drivers,40,10,0,18,1
Female,135000,Commercial Associate,Higher Education,Unknown,Core Staff,38,11,0,8,1
Male,234000,Unknown,Secondary / Secondary Special,Married,Laborers,54,7,0,18,1
Unknown,126000,Unknown,Unknown,Unknown,Cleaning Staff,40,4,0,23,1
Female,225000,Commercial Associate,Unknown,Unknown,Unknown,47,2,0,18,1
Female,157500,Unknown,Unknown,Single / Not Married,Laborers,40,8,0,18,1
Female,90000,Unknown,Secondary / Secondary Special,Married,Unknown,40,7,1,26,1
Female,148500,Working,Secondary / Secondary Special,Single / Not Married,Unknown,55,8,0,18,1
Unknown,135000,Unknown,Unknown,Married,Unknown,40,7,0,18,1
Female,175500,Unknown,Unknown,Married,Unknown,42,7,0,26,1
Unknown,270000,Unknown,Unknown,Single / Not Married,Unknown,40,7,0,18,1
Unknown,112500,Working,Incomplete Higher,Unknown,Sales Staff,40,7,5,47,1
Female,270000,Unknown,Unknown,Married,Unknown,40,7,0,28,1
Unknown,202500,Unknown,Unknown,Married,Sales Staff,40,3,0,18,1
Female,180000,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Sales Staff,30,7,0,19,1
Female,247500,Commercial Associate,Unknown,Civil Marriage,Unknown,40,7,0,18,1
Male,315000,Commercial Associate,Secondary / Secondary Special,Married,Drivers,40,6,0,18,1
Female,180000,Unknown,Unknown,Married,Unknown,40,7,0,18,1
Female,157500,Unknown,Higher Education,Married,Unknown,40,1,0,27,1
Female,90000,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,40,7,0,18,1
Unknown,90000,Working,Lower Secondary,Married,Medicine Staff,40,9,0,16,1
Female,261000,Working,Secondary / Secondary Special,Married,Laborers,55,8,0,22,1
Unknown,202500,Unknown,Secondary / Secondary Special,Married,Unknown,34,7,0,18,1
Unknown,90000,State Servant,Unknown,Married,Core Staff,40,2,0,3,1
Unknown,247500,Unknown,Unknown,Married,Unknown,48,7,0,12,1
Unknown,326250,Commercial Associate,Higher Education,Married,Managers,33,1,0,18,1
Male,202500,Working,Lower Secondary,Married,Unknown,38,7,0,58,1
Male,157500,Unknown,Secondary / Secondary Special,Married,Unknown,39,8,0,16,1
Male,157500,Working,Higher Education,Unknown,Unknown,40,7,0,18,1
Female,95850,Commercial Associate,Secondary / Secondary Special,Unknown,Laborers,40,19,0,50,1
Female,67500,State Servant,Unknown,Married,Unknown,38,15,0,18,1
Male,189000,Working,Secondary / Secondary Special,Unknown,High Skill Tech Staff,40,7,0,18,1
Female,157500,Working,Unknown,Unknown,Unknown,32,9,0,5,1
Unknown,202500,Unknown,Secondary / Secondary Special,Unknown,Core Staff,48,5,0,9,1
Female,135000,Working,Secondary / Secondary Special,Married,Laborers,40,7,0,18,1
Male,189000,Unknown,Secondary / Secondary Special,Married,Unknown,44,7,0,5,1
Female,225000,Working,Secondary / Secondary Special,Widow,Unknown,57,7,0,18,1
Unknown,315000,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,40,7,8,18,1
Unknown,112500,Working,Unknown,Unknown,Unknown,40,7,0,18,1
Female,90000,Commercial Associate,Secondary / Secondary Special,Married,Laborers,40,7,0,21,1
Female,247500,Unknown,Higher Education,Married,Managers,40,5,0,11,1
Female,216000,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,40,7,0,18,1
Unknown,247500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,2,0,10,1
Female,90000,Working,Secondary / Secondary Special,Civil Marriage,Cleaning Staff,40,4,0,18,1
Unknown,180000,Working,Higher Education,Separated,Managers,40,7,0,8,1
Female,202500,State Servant,Secondary / Secondary Special,Single / Not Married,Medicine Staff,40,7,0,30,1
Female,180000,Unknown,Higher Education,Unknown,Secretaries,26,5,0,14,1
Male,225000,Unknown,Unknown,Unknown,Unknown,40,4,0,18,1
Male,315000,Commercial Associate,Higher Education,Married,Core Staff,38,7,0,44,1
Female,360000,Working,Secondary / Secondary Special,Unknown,Unknown,51,7,0,18,1
Unknown,225000,Working,Unknown,Married,Accountants,42,16,0,18,1
Female,121500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,7,0,32,1
Male,157500,Unknown,Secondary / Secondary Special,Married,Sales Staff,40,7,0,34,1
Female,180000,Working,Unknown,Unknown,Unknown,40,9,0,29,1
Unknown,157500,Working,Secondary / Secondary Special,Married,Laborers,38,7,0,27,1
Unknown,391500,Working,Unknown,Single / Not Married,Sales Staff,26,7,0,5,1
Female,162000,Working,Secondary / Secondary Special,Unknown,High Skill Tech Staff,40,7,0,5,1
Unknown,135000,Unknown,Unknown,Married,Unknown,41,5,0,18,1
Female,103500,Working,Secondary / Secondary Special,Unknown,Medicine Staff,30,5,0,37,1
Female,112500,Working,Secondary / Secondary Special,Separated,Unknown,40,20,0,17,1
Male,180000,Unknown,Lower Secondary,Unknown,Laborers,30,7,0,29,1
Unknown,112500,Unknown,Secondary / Secondary Special,Married,Medicine Staff,39,7,0,31,1
Unknown,270000,Commercial Associate,Unknown,Married,Managers,42,7,0,18,1
Unknown,652500,Unknown,Unknown,Unknown,Managers,40,7,0,18,1
Male,450000,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,0,39,1
Female,157500,Working,Unknown,Unknown,Laborers,38,4,0,19,1
Male,108000,Working,Secondary / Secondary Special,Single / Not Married,Unknown,40,7,1,18,1
Female,144000,Unknown,Unknown,Married,Core Staff,48,3,0,41,1
Female,99000,Working,Secondary / Secondary Special,Married,Sales Staff,43,7,0,15,1
Female,202500,Commercial Associate,Secondary / Secondary Special,Married,Unknown,27,3,0,23,1
Unknown,135000,Unknown,Secondary / Secondary Special,Married,Unknown,40,7,0,31,1
Female,180000,Working,Unknown,Married,Managers,40,7,0,18,1
Unknown,90000,Working,Secondary / Secondary Special,Unknown,Laborers,29,5,0,18,1
Unknown,157500,Working,Secondary / Secondary Special,Single / Not Married,High Skill Tech Staff,40,2,0,18,1
Male,337500,Unknown,Unknown,Married,Sales Staff,41,4,0,44,1
Female,157500,Unknown,Higher Education,Married,Unknown,47,7,0,24,1
Male,121500,Unknown,Secondary / Secondary Special,Married,Unknown,39,7,0,3,1
Unknown,135000,Unknown,Unknown,Married,Laborers,55,7,0,18,1
Male,225000,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,54,3,0,18,1
Unknown,193500,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,40,3,0,18,1
Unknown,247500,Working,Unknown,Married,Managers,39,10,1,28,1
Female,207000,Unknown,Higher Education,Married,Accountants,30,7,0,18,1
Unknown,225000,Working,Unknown,Civil Marriage,Unknown,31,7,0,16,1
Unknown,216000,Working,Higher Education,Unknown,Sales Staff,33,1,0,18,1
Male,315000,Working,Secondary / Secondary Special,Married,Managers,48,7,4,18,1
Unknown,337500,Unknown,Unknown,Unknown,Unknown,32,6,0,5,1
Female,180000,Unknown,Higher Education,Married,Unknown,42,1,0,18,1
Male,157500,Working,Unknown,Married,Unknown,41,15,0,18,1
Unknown,225000,Working,Secondary / Secondary Special,Married,Laborers,42,10,1,18,1
Female,180000,Unknown,Unknown,Widow,Core Staff,40,7,0,18,1
Male,360000,Commercial Associate,Unknown,Married,Unknown,40,12,0,39,1
Unknown,157500,Unknown,Unknown,Married,Drivers,39,7,0,3,1
Female,99000,Unknown,Secondary / Secondary Special,Married,Sales Staff,40,1,0,16,1
Female,81000,Working,Unknown,Married,Unknown,36,7,0,18,1
Male,270000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,33,4,0,18,1
Male,225000,Commercial Associate,Unknown,Married,Drivers,48,7,0,6,1
Male,157500,Commercial Associate,Unknown,Married,Unknown,58,7,0,18,1
Female,270000,Unknown,Unknown,Unknown,Realty Agents,40,8,0,18,1
Male,292500,Unknown,Unknown,Unknown,Unknown,40,7,0,30,1
Female,157500,Working,Unknown,Unknown,Unknown,31,7,0,18,1
Female,90000,Working,Secondary / Secondary Special,Unknown,Laborers,40,7,0,1,1
Female,135000,Commercial Associate,Unknown,Married,Laborers,40,6,0,18,1
Female,180000,Unknown,Unknown,Married,Unknown,40,6,0,2,1
Female,180000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,36,16,0,18,1
Unknown,90000,Commercial Associate,Unknown,Civil Marriage,Unknown,40,7,0,18,1
Unknown,292500,Unknown,Secondary / Secondary Special,Civil Marriage,Unknown,40,30,0,18,1
Male,252000,Unknown,Higher Education,Unknown,Laborers,40,7,0,20,1
Female,76500,Unknown,Unknown,Unknown,Laborers,45,6,0,18,1
Unknown,45000,Unknown,Secondary / Secondary Special,Unknown,Unknown,43,3,2,6,1
Female,130500,Unknown,Unknown,Married,Core Staff,38,16,0,6,1
Female,157500,Commercial Associate,Unknown,Unknown,Managers,53,7,0,5,1
Female,112500,Commercial Associate,Higher Education,Civil Marriage,Unknown,29,9,0,13,1
Unknown,225000,Commercial Associate,Unknown,Single / Not Married,Unknown,29,4,0,14,1
Unknown,180000,State Servant,Secondary / Secondary Special,Unknown,Unknown,55,7,0,18,1
Unknown,180000,Working,Unknown,Married,Laborers,27,7,0,10,1
Unknown,288000,Commercial Associate,Secondary / Secondary Special,Widow,Unknown,45,7,0,11,1
Female,270000,Unknown,Higher Education,Married,Sales Staff,29,7,0,18,1
Female,315000,Unknown,Unknown,Separated,Accountants,40,7,0,53,1
Unknown,76500,Working,Secondary / Secondary Special,Married,Sales Staff,28,3,3,15,1
Female,157500,Unknown,Higher Education,Civil Marriage,Accountants,40,1,0,35,1
Female,67500,Working,Secondary / Secondary Special,Unknown,Unknown,51,6,0,29,1
Male,378000,Commercial Associate,Unknown,Unknown,Unknown,30,7,0,18,1
Unknown,360000,Unknown,Unknown,Unknown,Managers,55,7,0,12,1
Unknown,112500,State Servant,Secondary / Secondary Special,Widow,Secretaries,40,7,0,12,1
Male,270000,Working,Unknown,Married,Unknown,48,4,0,18,1
Male,243000,State Servant,Higher Education,Unknown,Core Staff,40,7,0,18,1
Female,562500,Unknown,Higher Education,Married,Unknown,41,8,0,23,1
Female,337500,Commercial Associate,Unknown,Unknown,Unknown,40,7,1,19,1
Female,90000,Unknown,Unknown,Unknown,Cooking Staff,52,3,0,9,1
Unknown,90000,Unknown,Unknown,Unknown,Low-Skill Laborers,42,5,0,18,1
Female,225000,Working,Higher Education,Single / Not Married,Unknown,30,2,0,18,1
Unknown,634500,Unknown,Higher Education,Unknown,Managers,48,7,2,18,1
Female,225000,Working,Higher Education,Unknown,Managers,34,7,0,18,1
Unknown,225000,Unknown,Higher Education,Civil Marriage,Core Staff,38,3,0,36,1
Female,256500,Unknown,Secondary / Secondary Special,Married,Core Staff,38,7,0,32,1
Unknown,135000,Unknown,Secondary / Secondary Special,Married,Laborers,33,2,0,4,1
Male,315000,Working,Unknown,Married,Unknown,30,7,0,16,1
Unknown,112500,Unknown,Unknown,Married,Unknown,38,7,0,18,1
Unknown,315000,Commercial Associate,Unknown,Married,Unknown,45,7,0,6,1
Female,135000,Working,Secondary / Secondary Special,Married,Laborers,40,4,0,20,1
Male,225000,Unknown,Secondary / Secondary Special,Unknown,Managers,48,7,0,18,1
Unknown,157500,Unknown,Unknown,Married,Laborers,45,7,0,18,1
Male,225000,Working,Unknown,Married,Managers,40,8,0,18,1
Female,90000,Unknown,Secondary / Secondary Special,Married,Unknown,40,7,0,18,1
Female,103500,Commercial Associate,Unknown,Unknown,Laborers,51,2,0,18,1
Female,225000,Commercial Associate,Unknown,Married,Unknown,40,27,0,18,1
Unknown,202500,Working,Secondary / Secondary Special,Married,Sales Staff,40,7,0,51,1
Unknown,135000,Working,Unknown,Unknown,Medicine Staff,50,7,2,56,1
Female,202500,Working,Higher Education,Widow,Unknown,33,5,0,18,1
Female,67500,Working,Unknown,Unknown,Unknown,40,5,0,18,1
Female,135000,Working,Secondary / Secondary Special,Civil Marriage,Laborers,28,4,0,18,1
Male,202500,Unknown,Secondary / Secondary Special,Married,Unknown,56,2,0,21,1
Female,337500,Working,Secondary / Secondary Special,Unknown,Sales Staff,55,9,0,18,1
Female,112500,Working,Secondary / Secondary Special,Civil Marriage,Cooking Staff,38,7,0,2,1
Female,58500,Working,Secondary / Secondary Special,Civil Marriage,Core Staff,40,3,0,7,1
Female,315000,Unknown,Higher Education,Married,Unknown,32,7,0,18,1
Male,270000,Unknown,Unknown,Married,Unknown,35,7,0,18,1
Unknown,90000,Working,Unknown,Married,Cooking Staff,30,4,0,18,1
Unknown,157500,Commercial Associate,Secondary / Secondary Special,Unknown,Sales Staff,40,7,0,18,1
Unknown,135000,Working,Secondary / Secondary Special,Widow,Unknown,58,7,0,3,1
Female,225000,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,40,7,0,11,1
Female,135000,Unknown,Secondary / Secondary Special,Married,Sales Staff,33,7,0,18,1
Female,180000,Working,Unknown,Married,Laborers,48,7,3,18,1
Female,560250,Working,Unknown,Unknown,Unknown,40,7,0,19,1
Female,112500,Unknown,Secondary / Secondary Special,Married,Unknown,41,8,0,2,1
Unknown,130500,Unknown,Secondary / Secondary Special,Married,Unknown,31,1,1,18,1
Unknown,315000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,7,0,18,1
Unknown,135000,Working,Unknown,Unknown,Unknown,40,7,0,18,1
Unknown,225000,Working,Secondary / Secondary Special,Married,Laborers,40,7,0,18,1
Female,130500,Working,Unknown,Married,Unknown,40,26,0,18,1
Male,112500,Unknown,Secondary / Secondary Special,Married,Laborers,40,1,4,18,1
Female,180000,Working,Higher Education,Civil Marriage,Sales Staff,38,6,0,7,1
Unknown,157500,Unknown,Unknown,Unknown,Unknown,40,7,0,22,1
Unknown,117000,State Servant,Secondary / Secondary Special,Single / Not Married,Hr Staff,25,3,0,8,1
Female,180000,Working,Secondary / Secondary Special,Married,Unknown,37,19,0,18,1
Male,135000,Working,Unknown,Unknown,Laborers,40,23,0,47,1
Female,225000,Commercial Associate,Secondary / Secondary Special,Married,High Skill Tech Staff,40,14,20,16,0
Male,180000,Working,Higher Education,Unknown,Unknown,26,4,0,18,1
Unknown,225000,Unknown,Unknown,Unknown,Unknown,52,11,24,18,1
Unknown,180000,Unknown,Unknown,Married,Accountants,40,2,0,9,1
Female,90000,Working,Secondary / Secondary Special,Married,Cooking Staff,30,7,0,19,1
Unknown,135000,Unknown,Higher Education,Unknown,Core Staff,36,5,0,18,1
Male,202500,Working,Secondary / Secondary Special,Married,Unknown,27,4,0,18,1
Unknown,202500,Working,Higher Education,Married,Managers,46,20,0,34,1
Unknown,144000,Unknown,Secondary / Secondary Special,Married,Accountants,59,9,0,36,1
Female,270000,Working,Unknown,Single / Not Married,Laborers,43,9,0,18,1
Male,157500,Commercial Associate,Unknown,Married,High Skill Tech Staff,61,7,0,18,1
Unknown,270000,Commercial Associate,Unknown,Separated,Sales Staff,40,7,0,23,1
Unknown,225000,Working,Higher Education,Separated,Core Staff,41,7,0,21,1
Female,90000,Commercial Associate,Secondary / Secondary Special,Unknown,Laborers,40,7,0,28,1
Unknown,216000,Unknown,Unknown,Married,Private Service Staff,59,10,2,18,1
Male,180000,Unknown,Unknown,Married,Unknown,28,2,0,36,1
Female,157500,Working,Higher Education,Married,Sales Staff,54,5,2,29,1
Unknown,202500,Commercial Associate,Unknown,Unknown,Unknown,35,7,0,14,1
Male,360000,Working,Unknown,Unknown,Managers,61,11,0,40,1
Male,90000,Commercial Associate,Unknown,Unknown,Drivers,46,7,0,20,1
Female,220500,Unknown,Unknown,Separated,Unknown,40,2,0,36,1
Unknown,112500,Unknown,Secondary / Secondary Special,Widow,Unknown,40,17,0,31,1
Female,135000,Commercial Associate,Unknown,Married,Unknown,49,7,0,18,1
Unknown,270000,Working,Secondary / Secondary Special,Separated,Unknown,46,4,0,18,1
Female,112500,Working,Higher Education,Single / Not Married,Unknown,26,7,0,18,1
Male,225000,Unknown,Secondary / Secondary Special,Married,Unknown,52,7,0,9,1
Female,99000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Unknown,45,2,0,42,1
Male,247500,Unknown,Secondary / Secondary Special,Married,Unknown,40,8,0,18,1
Unknown,270000,Unknown,Unknown,Unknown,Unknown,41,8,0,36,1
Unknown,180000,Working,Higher Education,Civil Marriage,Sales Staff,38,6,0,18,1
Female,225000,Unknown,Secondary / Secondary Special,Civil Marriage,Medicine Staff,37,15,0,18,1
Male,135000,Working,Unknown,Unknown,Unknown,39,9,0,17,1
Male,135000,Unknown,Higher Education,Married,Managers,34,5,0,10,1
Unknown,76500,Unknown,Unknown,Single / Not Married,Medicine Staff,40,2,0,18,1
Unknown,225000,Working,Secondary / Secondary Special,Married,Laborers,40,7,0,18,1
Male,450000,Unknown,Higher Education,Unknown,Managers,53,13,0,49,1
Male,607500,Commercial Associate,Secondary / Secondary Special,Unknown,Managers,40,4,0,18,1
Male,121500,Working,Secondary / Secondary Special,Married,Unknown,29,7,0,18,1
Unknown,157500,Working,Higher Education,Married,Laborers,40,7,0,2,1
Unknown,135000,Unknown,Secondary / Secondary Special,Married,Core Staff,34,5,0,18,1
Male,180000,State Servant,Unknown,Unknown,Core Staff,40,13,0,11,1
Male,202500,Working,Secondary / Secondary Special,Married,Managers,40,8,0,18,1
Female,112500,Commercial Associate,Unknown,Separated,Laborers,40,7,0,14,1
Female,118350,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,2,13,1
Female,112500,State Servant,Secondary / Secondary Special,Civil Marriage,Unknown,40,17,0,18,1
Unknown,126000,Working,Unknown,Unknown,Security Staff,40,7,0,18,1
Unknown,76500,Working,Secondary / Secondary Special,Married,Unknown,50,31,0,18,1
Male,270000,Unknown,Secondary / Secondary Special,Single / Not Married,Drivers,47,1,0,15,1
Male,225000,Unknown,Unknown,Separated,Managers,26,2,0,18,1
Unknown,180000,Commercial Associate,Unknown,Unknown,Sales Staff,49,7,0,8,1
Male,135000,Working,Unknown,Unknown,Laborers,29,8,0,29,1
Female,112500,Commercial Associate,Secondary / Secondary Special,Unknown,Sales Staff,40,4,0,34,1
Female,225000,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,0,18,1
Female,157500,Working,Unknown,Civil Marriage,Unknown,40,2,0,18,1
Unknown,247500,Unknown,Secondary / Secondary Special,Unknown,Unknown,47,4,0,18,1
Female,81000,State Servant,Unknown,Unknown,High Skill Tech Staff,54,7,0,18,1
Unknown,225000,Unknown,Higher Education,Civil Marriage,Core Staff,40,3,0,18,1
Unknown,247500,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,40,7,0,14,1
Unknown,202500,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,40,7,0,14,1
Unknown,112500,Unknown,Unknown,Unknown,Sales Staff,40,7,0,18,1
Unknown,135000,Unknown,Unknown,Unknown,Drivers,40,7,0,6,1
Unknown,135000,Unknown,Secondary / Secondary Special,Unknown,Managers,57,21,0,18,1
Unknown,180000,Commercial Associate,Higher Education,Unknown,Sales Staff,40,7,0,1,1
Female,135000,Unknown,Unknown,Single / Not Married,Laborers,40,4,0,17,1
Unknown,247500,Commercial Associate,Higher Education,Unknown,Unknown,33,6,0,60,1
Unknown,67500,Working,Unknown,Married,Sales Staff,42,7,0,18,1
Unknown,76500,Working,Unknown,Unknown,Unknown,40,7,0,18,1
Unknown,270000,State Servant,Unknown,Married,Accountants,40,7,6,18,1
Unknown,90000,Working,Secondary / Secondary Special,Unknown,Unknown,37,7,0,18,1
Unknown,225000,Unknown,Secondary / Secondary Special,Single / Not Married,Sales Staff,34,2,0,8,1
Unknown,135000,Unknown,Unknown,Married,Laborers,40,7,0,43,1
Female,135000,Working,Secondary / Secondary Special,Married,Secretaries,31,7,0,35,1
Male,198000,Unknown,Secondary / Secondary Special,Married,Drivers,58,4,0,27,1
Male,180000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,5,0,5,1
Unknown,171000,Unknown,Secondary / Secondary Special,Married,Core Staff,40,7,0,18,1
Unknown,73350,Working,Secondary / Secondary Special,Married,Medicine Staff,40,20,0,18,1
Male,270000,Commercial Associate,Secondary / Secondary Special,Unknown,Drivers,40,7,0,22,1
Unknown,180000,Unknown,Secondary / Secondary Special,Married,Sales Staff,40,5,0,13,1
Male,180000,Unknown,Secondary / Secondary Special,Married,Unknown,37,5,0,21,1
Female,135000,Unknown,Unknown,Married,Unknown,40,8,0,18,1
Male,119250,Commercial Associate,Unknown,Married,Laborers,40,1,0,9,1
Female,135000,Working,Higher Education,Single / Not Married,Core Staff,27,2,0,2,1
Male,112500,Unknown,Secondary / Secondary Special,Unknown,Laborers,40,1,0,18,1
Female,355500,Commercial Associate,Unknown,Married,Core Staff,42,1,0,19,1
Male,225000,Unknown,Higher Education,Civil Marriage,Managers,40,4,0,40,1
Female,315000,Unknown,Incomplete Higher,Married,Core Staff,40,1,0,12,1
Unknown,130500,Working,Secondary / Secondary Special,Unknown,Unknown,32,8,0,18,1
Male,135000,Working,Unknown,Unknown,Laborers,40,9,0,18,1
Male,153000,Unknown,Secondary / Secondary Special,Married,Laborers,40,1,0,18,1
Male,148500,Working,Unknown,Married,Unknown,40,7,0,18,1
Female,315000,Unknown,Unknown,Unknown,High Skill Tech Staff,40,7,0,10,1
Female,90000,Working,Unknown,Single / Not Married,Sales Staff,32,1,0,22,1
Male,135000,Unknown,Secondary / Secondary Special,Married,Unknown,28,5,0,29,1
Unknown,225000,Unknown,Unknown,Unknown,Low-Skill Laborers,40,4,0,18,1
Female,247500,Unknown,Unknown,Unknown,Medicine Staff,40,2,0,18,1
Female,157500,Working,Secondary / Secondary Special,Unknown,Unknown,39,1,0,18,1
Male,360000,Working,Higher Education,Married,Unknown,40,2,5,33,1
Unknown,202500,Working,Secondary / Secondary Special,Single / Not Married,Unknown,40,7,0,18,1
Unknown,225000,State Servant,Secondary / Secondary Special,Married,Private Service Staff,55,7,0,18,1
Male,166500,Unknown,Incomplete Higher,Single / Not Married,Unknown,29,6,1,13,1
Unknown,405000,Commercial Associate,Unknown,Married,Drivers,40,7,0,31,1
Female,67500,Unknown,Unknown,Married,Sales Staff,46,2,0,30,1
Female,391500,Unknown,Secondary / Secondary Special,Unknown,Core Staff,40,20,0,18,1
Female,225000,Working,Higher Education,Unknown,Core Staff,48,7,0,51,1
Female,247500,Unknown,Secondary / Secondary Special,Civil Marriage,Laborers,49,1,0,18,1
Unknown,157500,Unknown,Secondary / Secondary Special,Married,Unknown,51,7,0,18,1
Female,405000,State Servant,Unknown,Unknown,Core Staff,40,7,0,18,1
Female,315000,Working,Unknown,Married,Unknown,40,7,0,39,1
Unknown,157500,Unknown,Secondary / Secondary Special,Single / Not Married,Unknown,40,4,0,2,1
Unknown,112500,Unknown,Secondary / Secondary Special,Unknown,High Skill Tech Staff,40,7,0,13,1
Male,243000,State Servant,Higher Education,Unknown,Unknown,29,1,0,18,1
Male,180000,Unknown,Higher Education,Unknown,Managers,29,9,0,18,1
Unknown,247500,Unknown,Higher Education,Married,Sales Staff,43,7,0,18,1
Female,157500,Working,Secondary / Secondary Special,Married,Cooking Staff,54,7,0,18,1
Female,117000,Commercial Associate,Unknown,Unknown,Unknown,52,13,0,32,1
Unknown,112500,Unknown,Incomplete Higher,Unknown,Laborers,45,1,0,21,1
Unknown,90000,Unknown,Unknown,Unknown,Unknown,40,2,0,18,1
Female,67500,State Servant,Secondary / Secondary Special,Married,High Skill Tech Staff,50,7,0,18,1
Unknown,135000,Unknown,Secondary / Secondary Special,Married,Laborers,40,7,0,9,1
Female,180000,Working,Unknown,Unknown,Unknown,61,5,0,57,1
Female,315000,Unknown,Secondary / Secondary Special,Married,Unknown,54,12,0,34,1
Male,225000,Unknown,Secondary / Secondary Special,Unknown,Laborers,40,12,6,43,1
Female,126000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,50,7,0,37,1
Male,225000,Commercial Associate,Higher Education,Unknown,Managers,40,7,0,20,1
Male,247500,Commercial Associate,Secondary / Secondary Special,Married,Drivers,40,3,0,8,1
Female,180000,Commercial Associate,Unknown,Married,Sales Staff,41,3,0,18,1
Female,126000,Working,Secondary / Secondary Special,Married,Unknown,40,7,0,3,1
Unknown,112500,Commercial Associate,Unknown,Single / Not Married,Laborers,25,7,0,18,1
Unknown,270000,Unknown,Higher Education,Married,Unknown,30,7,0,18,1
Male,112500,Unknown,Unknown,Married,Managers,43,10,0,18,1
Male,202500,Unknown,Unknown,Single / Not Married,Unknown,40,7,0,55,1
Female,112500,Working,Unknown,Married,Unknown,51,7,0,18,1
Unknown,180000,Unknown,Unknown,Married,Unknown,28,2,0,17,1
Unknown,90000,Unknown,Secondary / Secondary Special,Unknown,Laborers,40,7,0,18,1
Unknown,270000,Unknown,Secondary / Secondary Special,Single / Not Married,Unknown,32,12,0,8,1
Female,81000,Working,Unknown,Unknown,Unknown,49,2,0,18,1
Female,360000,Commercial Associate,Higher Education,Unknown,Sales Staff,40,7,0,18,1
Male,180000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,31,7,0,22,1
Unknown,270000,Working,Secondary / Secondary Special,Unknown,Unknown,40,8,0,35,1
Unknown,117000,Working,Unknown,Unknown,Unknown,47,7,0,18,1
Unknown,360000,Unknown,Unknown,Married,Unknown,40,4,0,18,1
Female,238500,Commercial Associate,Unknown,Unknown,Core Staff,40,7,0,18,1
Female,126000,Working,Secondary / Secondary Special,Married,Unknown,32,4,0,10,1
Male,202500,Working,Unknown,Unknown,Drivers,40,5,0,18,1
Unknown,135000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,3,0,3,1
Male,157500,Unknown,Secondary / Secondary Special,Married,Drivers,36,12,0,28,1
Male,270000,Unknown,Higher Education,Unknown,Unknown,40,7,0,18,1
Female,99000,Unknown,Secondary / Secondary Special,Married,Unknown,40,7,0,50,1
Unknown,180000,Unknown,Unknown,Civil Marriage,Unknown,40,9,0,7,1
Female,180000,Commercial Associate,Unknown,Married,Medicine Staff,49,7,0,42,1
Female,130500,Working,Unknown,Married,Core Staff,38,7,0,6,1
Unknown,162000,Commercial Associate,Incomplete Higher,Married,Unknown,27,3,6,18,1
Unknown,180000,Unknown,Secondary / Secondary Special,Single / Not Married,Sales Staff,40,8,0,11,1
Unknown,270000,Working,Unknown,Unknown,Realty Agents,40,8,0,8,1
Female,211500,Unknown,Unknown,Married,Unknown,40,7,0,34,1
Female,135000,Unknown,Unknown,Civil Marriage,Sales Staff,31,4,0,38,1
Unknown,85500,State Servant,Secondary / Secondary Special,Unknown,Unknown,40,7,0,18,1
Female,315000,Unknown,Unknown,Married,Unknown,40,31,0,13,1
Male,112500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,4,0,50,1
Female,135000,Working,Secondary / Secondary Special,Unknown,Managers,40,21,0,50,1
Male,202500,Working,Unknown,Unknown,Unknown,40,7,0,18,1
Unknown,130500,Working,Secondary / Secondary Special,Unknown,Unknown,33,10,0,52,1
Female,67500,State Servant,Unknown,Unknown,High Skill Tech Staff,38,15,0,18,1
Female,270000,Unknown,Unknown,Unknown,Unknown,46,2,0,26,1
Female,157500,Working,Unknown,Unknown,Laborers,38,4,0,19,1
Male,405000,Unknown,Secondary / Secondary Special,Unknown,Unknown,30,7,0,34,1
Unknown,225000,Working,Unknown,Unknown,Laborers,40,9,0,18,1
Female,225000,Unknown,Secondary / Secondary Special,Civil Marriage,Medicine Staff,37,15,0,18,1
Male,405000,Working,Higher Education,Unknown,Unknown,29,7,0,29,1
Female,247500,Commercial Associate,Unknown,Unknown,Unknown,40,7,0,18,1
Female,157500,Working,Unknown,Widow,Unknown,40,5,0,11,1
Male,360000,Commercial Associate,Unknown,Unknown,Managers,40,7,0,18,1
Unknown,67500,State Servant,Unknown,Married,Medicine Staff,50,8,0,27,1
